Institution,Subinstitution,InstitutionType,År,Afbrudte,Fuldførte,Latitude,Longitude
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Aarhus - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2015,,47.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2016,,50.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Socialrådgiveruddannelsen i Holstebro - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2015,,71.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2016,,74.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Holstebro - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2015,15.0,46.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2016,,47.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Horsens - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2015,9.0,69.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2016,,74.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Randers - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2015,21.0,74.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2016,,74.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Silkeborg - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2015,20.0,80.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2016,,76.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,Sygeplejerskeuddannelsen i Viborg - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2015,82.0,92.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2016,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"TEKO og Teknisk-merkantil højskole, Mejlgade",2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2015,,112.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2016,,115.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2017,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2018,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2019,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2020,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2021,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2022,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2023,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,VIA University College - Pædagoguddannelsen i Horsens,2024,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2015,,419.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2016,,1414.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2017,,1324.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2018,,1368.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2019,,1422.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2020,,1418.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2021,,1466.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2022,52.0,1460.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2023,52.0,1418.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C",2024,,1494.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2015,573.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2016,496.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2017,522.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2018,517.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2019,497.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2020,542.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2021,603.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2022,544.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2023,486.0,57.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus C (e-læring)",2024,,51.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2015,,257.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2016,,260.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2017,,657.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2018,,680.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2019,,641.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2020,,653.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2021,,654.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2022,56.0,641.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2023,53.0,677.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Aarhus N",2024,,678.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2015,19.0,530.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2016,,542.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2017,,488.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2018,,491.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2019,,406.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2020,,378.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2021,,372.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2022,,373.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2023,,379.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning",2024,,355.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2015,72.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2016,90.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2017,66.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2018,79.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2019,44.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2020,56.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2021,75.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2022,65.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Herning (e-læring)",2023,61.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2015,,154.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2016,,135.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2017,,420.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2018,,452.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2019,,449.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2020,,492.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2021,,476.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2022,,448.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2023,12.0,488.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro",2024,,456.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2015,36.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2016,118.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2017,128.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2018,115.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2019,142.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2020,182.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2021,208.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2022,190.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Holstebro (e-læring)",2023,151.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2015,,679.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2016,,641.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2017,,845.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2018,,794.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2019,,821.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2020,,869.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2021,,797.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2022,,734.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2023,6.0,795.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Horsens",2024,,656.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2015,376.0,106.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2016,352.0,91.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2017,383.0,221.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2018,342.0,205.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2019,336.0,201.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2020,384.0,213.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2021,313.0,193.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2022,337.0,235.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2023,303.0,192.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers",2024,,215.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2015,23.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2016,66.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2017,44.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2018,57.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2019,56.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2020,85.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2021,74.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2022,110.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Randers (e-læring)",2023,95.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2015,,159.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2016,,162.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2017,,180.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2018,,175.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2019,,173.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2020,,191.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2021,,156.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2022,,201.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2023,14.0,197.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Silkeborg",2024,,200.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2015,60.0,167.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2016,54.0,188.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2017,76.0,244.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2018,90.0,266.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2019,66.0,253.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2020,104.0,254.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2021,74.0,251.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2022,77.0,250.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2023,64.0,198.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg",2024,,174.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2015,42.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2016,90.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2017,81.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2018,118.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2019,108.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2020,106.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2021,150.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2022,81.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2023,67.0,46.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Campus Viborg, (E-læring)",2024,,51.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2015,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2016,,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2017,,26.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2018,,29.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2019,,31.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2020,,25.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2021,,33.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2022,,27.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2023,,31.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Filmby Aarhus",2024,,27.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2015,61.0,,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2016,190.0,24.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2017,205.0,34.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2018,212.0,25.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2019,179.0,28.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2020,221.0,23.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2021,198.0,31.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2022,204.0,30.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2023,244.0,21.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Grenaa",2024,,26.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2015,,82.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2016,,97.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2017,,85.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2018,,94.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2019,,82.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2020,6.0,107.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2021,6.0,86.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2022,6.0,86.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2023,12.0,93.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Ikast",2024,,85.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2015,,47.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2016,,49.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2017,,70.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2018,,47.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2019,,67.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2020,,50.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2021,,71.0,,
Professionshøjskoler,Professionshøjskolen VIA University College,"VIA University College, Kasernevej Viborg",2022,,52.0,,
