Institution,Subinstitution,InstitutionType,År,Afbrudte,Fuldførte,Latitude,Longitude
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Esbjerg (e-læring)",2022,98.0,,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Esbjerg (e-læring)",2023,97.0,46.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Esbjerg (e-læring)",2024,,65.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2015,,93.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2016,,122.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2017,,121.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2018,,116.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2019,,132.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2020,,127.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2021,,115.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2022,17.0,112.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2023,104.0,110.0,,
Erhvervsakademier,Erhvervsakademi SydVest,"Erhvervsakademi SydVest, Sønderborg",2024,,78.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2015,881.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2016,810.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2017,814.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2018,879.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2019,823.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2020,908.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2021,1063.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2022,978.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,CPH Business Hillerød (e-læring),2023,964.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2015,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2016,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2017,,5.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2018,,21.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2019,,10.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2020,,16.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2021,,18.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2022,,17.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2023,25.0,19.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Bornholm,2024,,17.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2015,,399.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2016,5.0,355.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2017,7.0,342.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2018,10.0,427.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2019,13.0,472.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2020,16.0,478.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2021,11.0,467.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2022,5.0,548.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2023,11.0,597.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City,2024,,617.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2015,178.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2016,204.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2017,220.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2018,251.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2019,238.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2020,259.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2021,334.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2022,369.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2023,368.0,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness City (e-læring),2024,,10.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2015,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2016,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2017,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2018,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2019,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2020,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2021,,,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2022,11.0,16.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2023,21.0,78.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Hillerød,2024,,84.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2015,,51.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2016,,55.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2017,,53.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2018,,58.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2019,,62.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2020,39.0,70.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2021,37.0,74.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2022,64.0,78.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2023,77.0,72.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Laboratorie og Miljø,2024,,67.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2015,17.0,559.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2016,16.0,484.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2017,21.0,512.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2018,36.0,495.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2019,33.0,497.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2020,24.0,505.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2021,29.0,506.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2022,22.0,480.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2023,19.0,481.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Lyngby,2024,,376.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2015,179.0,322.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2016,175.0,301.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2017,179.0,359.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2018,166.0,392.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2019,139.0,346.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2020,151.0,366.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2021,191.0,376.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2022,132.0,417.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2023,120.0,371.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Nørrebro,2024,,9.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2015,226.0,550.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2016,193.0,720.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2017,170.0,820.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2018,171.0,810.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2019,173.0,751.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2020,183.0,761.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2021,200.0,744.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2022,96.0,807.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2023,5.0,734.0,,
Erhvervsakademier,Erhvervsakademiet Copenhagen Business Academy,Cphbusiness Søerne,2024,,983.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2015,395.0,494.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2016,196.0,545.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2017,175.0,543.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2018,144.0,573.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2019,129.0,525.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2020,135.0,441.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2021,142.0,496.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2022,114.0,530.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2023,172.0,537.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding,2024,,307.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2015,395.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2016,196.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2017,175.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2018,144.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2019,129.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2020,134.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2021,142.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2022,68.0,,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2023,103.0,21.0,,
Erhvervsakademier,IBA Erhvervsakademi Kolding,IBA Erhvervsakademi Kolding (e-læring),2024,,81.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2015,688.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2016,700.0,115.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2017,743.0,117.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2018,671.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2019,695.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2020,730.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2021,803.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2022,541.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2023,659.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"KEA - Københavns Erhvervsakademi, Østerbro",2024,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2015,40.0,653.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2016,38.0,795.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2017,,712.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2018,,613.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2019,,677.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2020,,682.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2021,,623.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2022,,199.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2023,,257.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhversakademi, Nordvest",2024,,159.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2015,368.0,35.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2016,343.0,39.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2017,337.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2018,294.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2019,278.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2020,198.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2021,81.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2022,30.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2023,73.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Frederiksberg",2024,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2015,21.0,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2016,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2017,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2018,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2019,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2020,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2021,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2022,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Hillerød",2023,,,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2015,,1003.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2016,,1006.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2017,,949.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2018,,1135.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2019,,1139.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2020,,1077.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2021,,1126.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2022,11.0,1605.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2023,17.0,1801.0,,
Erhvervsakademier,Københavns Erhvervsakademi (KEA),"Københavns Erhvervsakademi, Nørrebro",2024,,1563.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2015,481.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2016,576.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2017,540.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2018,572.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2019,538.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2020,625.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2021,666.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2022,465.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2023,668.0,38.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Holbæk,2024,,36.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2015,,184.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2016,,273.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2017,,262.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2018,,247.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2019,,221.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2020,,214.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2021,,202.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2022,12.0,225.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2023,20.0,226.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge,2024,,160.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2015,103.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2016,127.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2017,118.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2018,110.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2019,97.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2020,139.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2021,138.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2022,48.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2023,114.0,,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Køge (e-læring),2024,,6.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2015,,25.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2016,,48.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2017,,30.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2018,,30.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2019,,20.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2020,,25.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2021,,31.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2022,,29.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2023,11.0,28.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Nykøbing F,2024,,25.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Næstved,2015,7.0,267.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Næstved,2016,18.0,258.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Næstved,2017,14.0,291.0,,
Erhvervsakademier,Zealand Sjællands Erhvervsakademi,Zealand Sjællands Erhvervsakademi i Næstved,2018,14.0,307.0,,
